날짜,종가_gold,시가_gold,고가_gold,저가_gold,변동 %_gold,종가_PH_gold,시가_PH_gold,고가_PH_gold,저가_PH_gold,변동 %_PH_gold,종가,시가,고가,저가,거래량,변동 %,종가_dollar_c,시가_dollar_c,고가_dollar_c,저가_dollar_c,변동 %_dollar_c,종가_nasdaq_c,시가_nasdaq_c,고가_nasdaq_c,저가_nasdaq_c,거래량_nasdaq_c,변동 %_nasdaq_c,종가_silver_c,시가_silver_c,고가_silver_c,저가_silver_c,거래량_silver_c,변동 %_silver_c,종가_dj,시가_dj,고가_dj,저가_dj,거래량_dj,변동 %_dj,종가_dax,시가_dax,고가_dax,저가_dax,거래량_dax,변동 %_dax,종가_eu50,시가_eu50,고가_eu50,저가_eu50,거래량_eu50,변동 %_eu50,종가_sp,시가_sp,고가_sp,저가_sp,변동 %_sp,종가_WTI,시가_WTI,고가_WTI,저가_WTI,거래량_WTI,변동 %_WTI,종가_cow,시가_cow,고가_cow,저가_cow,거래량_cow,변동 %_cow,종가_cu,시가_cu,고가_cu,저가_cu,거래량_cu,변동 %_cu
2021-10-05,1759.96,1769.75,1771.03,1748.56,-0.54,119.2,118.89,119.45,116.67,-0.37,53.83,54.04,54.47,53.18,6.8,-1.54,93.97,93.83,94.07,93.81,0.21,14433.83,14312.86,14508.65,14299.78,805.23,1.25,22.608,22.725,22.73,22.38,27.04,-0.16,34314.67,34035.25,34490.95,34035.25,312.43,0.92,15194.49,15055.4,15202.2,15011.44,60.53,1.05,4065.43,4002.61,4066.64,4001.42,43.06,1.73,4345.72,4309.87,4369.23,4309.87,1.05,82.81,82.25,83.21,80.58,491.59,0.18,160.35,157.02,160.4,157.02,1.94,2.26,4.4275,4.364,4.4455,4.35,0.19,0.87
2021-10-06,1762.48,1760.45,1765.78,1745.45,0.14,121.29,118.62,121.34,117.77,1.75,54.53,53.52,54.55,53.03,6.0,1.3,94.27,93.99,94.45,93.98,0.31,14501.91,14289.45,14509.55,14259.07,817.53,0.47,22.532,22.635,22.7,22.185,38.89,-0.34,34416.99,34198.96,34432.68,33854.69,323.37,0.3,14973.33,15040.1,15049.49,14818.71,96.19,-1.46,4012.65,4049.64,4049.64,3965.87,45.05,-1.3,4363.55,4319.57,4365.57,4290.49,0.41,83.57,83.09,83.74,81.41,507.31,0.92,159.48,160.0,160.6,159.35,1.24,-0.55,4.359,4.4155,4.428,4.33,0.35,-1.55
2021-10-07,1755.29,1762.74,1767.45,1751.38,-0.41,122.96,121.03,124.08,121.0,1.38,54.61,54.46,55.19,54.21,5.27,0.15,94.22,94.23,94.28,94.08,-0.05,14654.02,14631.8,14755.72,14615.14,798.16,1.05,22.658,22.64,22.84,22.385,41.56,0.56,34754.94,34509.72,34975.19,34509.72,277.05,0.98,15250.86,15162.75,15253.29,15116.47,76.33,1.85,4098.34,4037.48,4099.39,4037.48,44.37,2.14,4399.76,4383.73,4429.97,4383.73,0.83,84.05,83.36,84.88,82.74,412.31,0.57,159.32,159.23,159.65,158.88,0.97,-0.09,4.379,4.379,4.3885,4.3255,0.18,0.46
2021-10-08,1756.67,1755.89,1781.6,1753.03,0.08,123.75,125.68,126.63,123.67,0.64,54.31,55.66,55.75,54.26,5.09,-0.55,94.07,94.21,94.34,93.94,-0.16,14579.54,14694.72,14699.91,14569.68,670.94,-0.51,22.705,22.61,23.22,22.435,69.58,0.21,34746.25,34757.57,34842.62,34661.95,238.08,-0.03,15206.13,15242.76,15267.92,15184.76,59.53,-0.29,4073.29,4097.12,4101.96,4073.29,30.08,-0.61,4391.36,4406.51,4412.02,4386.22,-0.19,83.91,83.87,84.41,82.92,429.61,-0.17,158.57,159.23,159.4,158.25,0.91,-0.47,4.3515,4.365,4.3745,4.3205,0.33,-0.63
2021-10-11,1753.86,1757.34,1761.36,1749.68,-0.16,123.31,124.07,125.71,123.13,-0.36,54.2,54.65,55.17,54.01,4.16,-0.2,94.32,94.1,94.4,94.03,0.26,14486.2,14540.08,14665.99,14482.62,664.49,-0.64,22.665,22.685,22.83,22.495,29.93,-0.18,34496.06,34723.79,34951.35,34486.51,256.82,-0.72,15199.14,15115.46,15202.74,15094.44,75.31,-0.05,4072.52,4071.15,4076.8,4043.78,28.5,-0.02,4361.19,4385.44,4415.88,4360.59,-0.69,80.86,83.07,83.08,79.69,546.58,-3.63,157.65,158.45,158.57,157.52,0.88,-0.58,4.309,4.3585,4.43,4.275,0.21,-0.98
2021-10-12,1759.93,1754.12,1769.78,1750.47,0.35,125.2,123.74,125.78,122.92,1.53,54.78,54.36,55.36,54.03,5.32,1.07,94.52,94.37,94.56,94.23,0.21,14465.92,14539.09,14552.71,14441.6,768.4,-0.14,22.514,22.61,22.79,22.325,42.93,-0.67,34378.34,34507.15,34611.24,34318.94,322.03,-0.34,15146.87,15025.35,15174.29,15012.07,60.96,-0.34,4055.09,4058.54,4063.48,4019.55,27.49,-0.43,4350.64,4368.31,4374.89,4342.09,-0.24,78.81,80.18,83.42,78.25,701.12,-2.54,158.43,157.6,158.5,157.23,0.56,0.49,4.309,4.3465,4.3865,4.2755,0.07,0.0
2021-10-13,1792.65,1760.05,1796.31,1757.89,1.86,129.78,126.05,130.39,126.05,3.66,56.37,55.04,56.73,54.91,10.13,2.9,94.08,94.52,94.53,94.0,-0.46,14571.63,14537.17,14589.28,14471.88,760.21,0.73,23.17,22.57,23.285,22.48,71.9,2.91,34377.81,34372.71,34449.83,34115.1,319.45,0.0,15249.38,15130.8,15302.43,15109.61,69.66,0.68,4083.28,4052.48,4092.73,4040.31,30.58,0.7,4363.8,4358.01,4372.87,4329.92,0.3,81.27,79.37,81.8,78.96,531.05,3.12,157.57,158.2,158.23,157.3,0.43,-0.54,4.3355,4.316,4.35,4.279,0.13,0.61
2021-10-14,1795.56,1792.75,1800.91,1786.22,0.16,132.85,131.82,133.1,131.26,2.37,57.77,57.0,57.94,56.69,8.19,2.48,93.96,94.02,94.09,93.76,-0.13,14823.43,14717.5,14827.55,14699.53,815.46,1.73,23.477,23.1,23.625,22.925,54.28,1.32,34912.56,34443.22,34923.83,34443.22,338.54,1.56,15462.72,15350.72,15464.38,15303.39,60.0,1.4,4149.06,4088.14,4151.76,4088.14,34.75,1.61,4438.23,4386.75,4439.73,4386.75,1.71,81.93,81.13,82.67,81.05,393.95,0.81,155.75,157.57,157.57,155.65,0.44,-1.16,4.3945,4.375,4.4075,4.3335,0.27,1.36
2021-10-15,1767.26,1795.81,1796.89,1764.48,-1.58,132.06,130.75,133.22,130.04,-0.59,57.03,56.57,57.28,56.0,6.26,-1.28,93.94,94.03,94.07,93.85,-0.02,14897.34,14891.24,14904.98,14847.96,924.17,0.5,23.349,23.565,23.645,23.1,52.25,-0.55,35294.76,35023.63,35320.97,35023.63,327.87,1.09,15587.36,15481.22,15598.58,15465.93,73.67,0.81,4182.91,4160.04,4186.61,4159.07,52.84,0.82,4471.37,4447.69,4475.82,4447.69,0.75,84.15,82.16,84.63,81.78,504.83,2.71,155.1,155.8,157.0,155.0,0.49,-0.42,4.3725,4.4075,4.435,4.3385,0.18,-0.5
2021-10-18,1764.6,1767.74,1772.3,1759.68,-0.15,130.53,131.27,131.96,130.18,-1.16,56.38,56.8,56.92,56.17,4.91,-1.14,93.95,93.95,94.17,93.87,0.02,15021.81,14839.74,15026.68,14833.28,798.37,0.84,23.264,23.38,23.495,23.035,47.03,-0.36,35258.61,35221.02,35327.57,35035.94,323.09,-0.1,15474.47,15518.59,15542.17,15416.02,49.46,-0.72,4151.4,4177.73,4177.73,4131.41,32.05,-0.75,4486.48,4463.72,4488.75,4447.47,0.34,81.34,84.53,84.97,80.81,555.22,-3.34,155.93,155.3,156.05,155.07,0.54,0.53,4.323,4.3675,4.41,4.288,0.3,-1.13
2021-10-19,1768.87,1764.99,1785.53,1762.48,0.24,132.27,133.23,133.57,131.2,1.33,56.99,57.36,57.48,56.5,4.44,1.08,93.73,93.95,93.95,93.5,-0.23,15129.09,15073.13,15137.85,15049.73,788.58,0.71,23.883,23.25,24.18,23.22,79.07,2.66,35457.31,35325.37,35462.68,35290.12,281.26,0.56,15515.83,15510.99,15527.97,15457.43,49.58,0.27,4166.83,4159.22,4169.61,4151.44,29.47,0.37,4519.63,4497.34,4520.4,4496.41,0.74,81.59,81.41,82.33,80.2,475.44,0.31,156.25,156.43,157.02,156.13,0.56,0.21,4.398,4.337,4.42,4.335,0.18,1.73
2021-10-20,1781.83,1769.28,1788.68,1766.5,0.73,133.78,133.12,134.88,132.23,1.14,57.16,57.5,57.7,56.82,3.97,0.3,93.56,93.81,93.88,93.54,-0.19,15121.68,15160.0,15178.39,15071.15,743.43,-0.05,24.445,23.71,24.495,23.615,73.13,2.35,35609.34,35475.16,35669.69,35465.71,267.33,0.43,15522.92,15473.56,15567.07,15465.03,54.74,0.05,4172.17,4164.5,4178.95,4143.83,26.14,0.13,4536.19,4524.42,4540.87,4524.4,0.37,80.79,81.21,81.62,79.78,390.3,-0.98,155.43,156.35,156.35,155.18,0.54,-0.53,4.447,4.405,4.453,4.3775,0.28,1.11
2021-10-21,1782.76,1782.1,1789.61,1776.07,0.05,133.51,133.12,133.68,132.05,-0.2,57.18,57.03,57.22,56.65,4.25,0.03,93.77,93.58,93.79,93.5,0.23,15215.7,15104.8,15222.25,15094.14,891.24,0.62,24.17,24.37,24.55,24.07,58.68,-1.12,35603.08,35520.32,35612.36,35442.53,302.12,-0.02,15472.56,15408.8,15532.94,15406.59,54.65,-0.32,4155.73,4163.62,4166.5,4140.06,23.62,-0.39,4549.78,4532.24,4551.44,4526.89,0.3,80.88,80.66,81.2,79.3,343.48,0.11,155.63,156.0,156.4,155.43,0.41,0.13,4.4005,4.454,4.4795,4.393,0.37,-1.05
2021-10-22,1792.48,1782.89,1814.22,1782.46,0.55,134.34,135.47,138.49,133.82,0.62,57.61,57.9,59.26,57.5,7.95,0.75,93.64,93.75,93.79,93.54,-0.14,15090.2,15158.07,15193.01,15021.02,1.1,-0.82,24.449,24.22,24.92,24.185,83.28,1.15,35677.02,35607.72,35765.02,35533.95,349.08,0.21,15542.98,15507.99,15614.76,15492.29,49.95,0.46,4188.81,4158.44,4203.67,4158.44,23.22,0.8,4544.9,4546.12,4559.67,4524.0,-0.11,80.76,80.93,81.81,80.03,325.67,-0.15,155.98,155.65,156.05,155.38,0.5,0.22,4.3545,4.4155,4.442,4.333,0.37,-1.05
2021-10-25,1807.47,1794.0,1810.18,1791.95,0.84,136.7,135.8,137.59,135.22,1.76,57.91,58.38,58.6,57.74,5.96,0.52,93.81,93.66,93.96,93.48,0.18,15226.71,15142.92,15259.63,15070.75,1.09,0.9,24.592,24.395,24.695,24.365,44.83,0.58,35741.15,35692.62,35787.04,35629.37,270.41,0.18,15599.23,15580.58,15618.88,15531.95,51.3,0.36,4188.31,4194.84,4198.97,4185.14,25.37,-0.01,4566.48,4553.69,4572.62,4537.36,0.47,78.36,80.54,80.69,77.69,174.47,-2.97,156.5,156.15,156.6,155.9,0.48,0.34,4.268,4.349,4.3615,4.1975,0.48,-1.99
2021-10-26,1792.63,1807.9,1808.5,1781.98,-0.82,136.12,135.73,136.6,135.01,-0.42,57.7,57.52,58.06,57.25,4.85,-0.36,93.95,93.84,94.02,93.71,0.14,15235.71,15317.5,15384.0,15198.23,1.22,0.06,24.088,24.65,24.655,23.925,61.76,-2.05,35756.88,35791.05,35892.92,35734.73,321.91,0.04,15757.06,15652.91,15781.0,15650.35,56.06,1.01,4223.97,4187.55,4230.88,4187.55,26.05,0.85,4574.79,4578.69,4598.53,4569.17,0.18,79.01,78.34,79.36,77.08,83.98,0.83,156.68,156.75,156.77,156.0,0.71,0.11,4.305,4.2295,4.322,4.228,0.85,0.87
2021-10-27,1796.69,1793.04,1799.38,1782.83,0.23,135.13,135.41,136.67,134.79,-0.73,57.54,57.49,57.87,57.05,5.31,-0.28,93.8,93.97,94.01,93.69,-0.16,15235.84,15276.0,15364.54,15235.84,1.09,0.0,24.191,24.22,24.33,23.905,48.09,0.43,35490.69,35835.43,35835.43,35490.43,358.08,-0.74,15705.81,15725.4,15744.79,15671.59,73.43,-0.33,4220.88,4220.74,4226.99,4205.42,30.33,-0.07,4551.68,4580.22,4584.57,4551.66,-0.51,76.1,78.76,79.92,75.37,30.7,-3.68,156.57,157.75,158.35,156.18,1.86,-0.06,4.4,4.2995,4.412,4.2995,1.02,2.21
2021-10-28,1798.62,1796.78,1810.49,1792.34,0.11,133.5,134.83,135.46,133.16,-1.21,54.92,56.25,56.51,54.51,9.3,-4.55,93.35,93.88,93.97,93.28,-0.49,15448.12,15304.74,15452.3,15290.31,1.06,1.39,24.12,24.13,24.31,24.02,45.96,-0.29,35730.48,35545.41,35742.25,35545.41,348.43,0.68,15696.33,15681.52,15706.39,15629.33,78.88,-0.06,4233.87,4220.74,4236.2,4213.17,29.45,0.31,4596.42,4562.84,4597.55,4562.84,0.98,76.75,75.75,77.16,74.76,465.77,0.85,154.4,156.57,157.35,152.73,2.64,-1.39,4.3975,4.394,4.421,4.3505,0.73,-0.06
2021-10-29,1782.81,1799.03,1801.49,1771.7,-0.88,129.61,131.67,131.67,129.52,-2.91,54.0,54.17,55.38,53.99,9.88,-1.68,94.12,93.36,94.3,93.32,0.83,15498.39,15323.29,15504.12,15323.29,1.06,0.33,23.949,24.135,24.14,23.705,57.8,-0.71,35819.56,35712.28,35852.53,35633.2,407.99,0.25,15688.77,15579.9,15689.66,15495.51,80.57,-0.05,4250.56,4228.73,4250.68,4187.81,35.86,0.39,4605.38,4572.87,4608.08,4567.59,0.19,78.5,76.46,78.86,75.3,506.99,2.28,157.57,154.4,157.82,154.4,1.48,2.06,4.4235,4.391,4.45,4.3745,0.43,0.59
2021-11-01,1793.05,1783.24,1796.2,1778.89,0.57,130.72,129.55,131.37,128.62,0.86,54.3,53.78,54.78,53.54,6.15,0.56,93.88,94.13,94.31,93.86,-0.26,15595.92,15541.26,15598.95,15470.82,1.0,0.63,24.073,23.985,24.175,23.81,37.06,0.52,35913.84,35833.65,36009.74,35797.97,295.48,0.26,15806.29,15764.55,15849.4,15760.35,49.16,0.75,4280.47,4256.93,4291.81,4256.93,28.15,0.7,4613.67,4610.62,4620.34,4595.06,0.18,78.39,78.48,79.23,77.98,328.85,-0.14,159.18,157.95,160.0,157.95,1.88,1.02,4.4645,4.421,4.493,4.3925,1.61,0.93
2021-11-02,1787.28,1793.61,1796.91,1785.78,-0.32,130.07,129.81,130.08,128.67,-0.5,54.71,54.0,54.76,53.55,6.59,0.76,94.09,93.93,94.13,93.82,0.22,15649.6,15583.99,15656.6,15569.27,997.88,0.34,23.507,24.13,24.14,23.43,63.0,-2.35,36052.63,35935.11,36088.81,35884.13,304.51,0.39,15954.45,15825.27,15960.21,15824.11,60.6,0.94,4296.22,4276.72,4297.45,4273.1,24.98,0.37,4630.65,4613.34,4635.15,4613.34,0.37,77.41,78.38,78.65,77.28,844.63,-1.25,158.02,159.0,159.32,157.95,1.37,-0.72,4.44,4.47,4.5,4.4165,1.59,-0.55
2021-11-03,1769.52,1787.71,1788.42,1758.45,-0.99,131.55,128.36,132.08,127.81,1.14,55.12,53.88,55.45,53.63,6.93,0.75,93.86,94.12,94.21,93.82,-0.24,15811.58,15658.52,15821.58,15616.44,1.0,1.04,23.231,23.57,23.665,23.045,67.16,-1.17,36157.58,36059.09,36178.51,35891.73,262.54,0.29,15959.98,15957.15,15972.71,15922.1,74.35,0.03,4309.61,4292.59,4309.66,4291.1,28.69,0.31,4660.57,4630.65,4663.46,4621.19,0.65,68.15,78.34,78.65,67.4,844.63,-11.96,158.88,158.23,159.52,157.57,1.46,0.54,4.2875,4.473,4.5015,4.286,1.59,-3.43
2021-11-04,1791.7,1769.98,1799.26,1769.13,1.25,130.48,132.82,135.0,130.32,-0.81,54.85,55.64,56.13,54.51,6.9,-0.49,94.35,93.86,94.47,93.82,0.51,15940.31,15849.74,15966.09,15827.66,1.02,0.81,23.911,23.53,24.115,23.485,68.46,2.93,36124.23,36107.46,36168.03,35986.48,309.99,-0.09,16029.65,16035.9,16064.79,15997.63,76.26,0.44,4333.34,4314.51,4340.81,4314.51,37.96,0.55,4680.06,4662.93,4683.0,4662.59,0.42,69.95,69.23,72.93,68.86,675.09,2.64,158.57,158.5,158.93,157.77,1.26,-0.19,4.3415,4.3375,4.368,4.324,0.42,1.26
2021-11-05,1816.73,1792.14,1818.61,1785.17,1.4,134.09,131.18,134.09,130.46,2.77,56.36,55.12,56.42,55.01,5.63,2.75,94.32,94.34,94.62,94.19,-0.03,15971.59,16003.56,16053.39,15900.78,1.06,0.2,24.157,23.87,24.255,23.665,73.24,1.03,36327.95,36268.75,36484.75,36190.2,344.6,0.56,16054.36,16011.57,16084.9,16008.4,75.3,0.15,4363.04,4330.14,4375.04,4330.14,31.45,0.69,4697.53,4699.26,4718.5,4681.32,0.37,66.18,70.04,71.22,64.43,722.48,-5.39,157.9,158.7,158.7,157.63,0.89,-0.43,4.2805,4.357,4.3635,4.275,0.24,-1.41
2021-11-08,1824.26,1818.44,1826.93,1812.08,0.41,135.2,135.09,135.55,134.04,0.83,56.19,56.83,56.96,55.9,5.11,-0.3,94.05,94.25,94.38,93.99,-0.29,15982.36,15995.72,16038.23,15961.8,1.06,0.07,24.542,24.285,24.59,24.13,67.62,1.59,36432.22,36416.46,36565.73,36334.42,288.4,0.29,16046.52,16040.85,16068.73,16016.2,48.9,-0.05,4352.53,4359.74,4366.54,4352.45,24.73,-0.24,4701.7,4701.48,4714.92,4694.39,0.09,65.57,67.01,69.49,64.84,602.45,-0.92,156.65,157.3,157.57,156.32,0.91,-0.79,4.247,4.3155,4.3455,4.21,0.12,-0.78
2021-11-09,1831.48,1824.74,1833.08,1817.7,0.4,136.61,135.35,136.65,133.41,1.04,56.75,56.21,56.77,55.68,4.57,1.0,93.96,94.09,94.15,93.88,-0.1,15886.54,16024.13,16035.21,15836.68,1.03,-0.6,24.318,24.55,24.565,24.09,65.11,-0.91,36319.98,36404.53,36416.98,36173.07,258.02,-0.31,16040.47,16026.74,16104.13,16022.64,61.43,-0.04,4344.63,4346.62,4364.04,4337.66,24.14,-0.18,4685.25,4707.25,4708.53,4670.87,-0.35,66.5,65.63,67.49,62.43,668.29,1.42,157.32,156.65,157.6,156.45,0.72,0.43,4.2995,4.2405,4.307,4.2405,0.16,1.24
2021-11-10,1849.57,1831.9,1868.7,1821.6,0.99,138.53,138.94,141.86,138.19,1.41,58.17,58.07,58.85,57.9,8.9,2.5,94.85,93.98,94.9,93.97,0.95,15622.71,15753.84,15867.24,15543.68,989.63,-1.66,24.772,24.375,25.22,24.04,131.56,1.87,36079.94,36299.25,36346.61,36009.5,283.52,-0.66,16067.83,16053.0,16076.56,15985.9,62.12,0.17,4348.82,4349.8,4358.46,4330.29,26.21,0.1,4646.71,4670.26,4684.85,4630.86,-0.82,66.26,67.5,69.22,65.6,449.97,-0.36,156.25,157.32,157.55,155.65,0.77,-0.68,4.266,4.278,4.3205,4.2635,0.3,-0.78
2021-11-11,1861.52,1849.69,1866.35,1842.66,0.65,142.94,140.47,143.47,140.45,3.18,58.85,59.1,59.38,58.32,6.39,1.17,95.18,94.84,95.2,94.84,0.35,15704.28,15752.08,15768.03,15695.77,867.11,0.52,25.301,24.71,25.365,24.645,82.02,2.14,35921.23,36038.78,36108.17,35915.27,270.32,-0.44,16083.11,16067.34,16114.55,16032.5,56.63,0.1,4358.0,4347.26,4358.8,4334.93,21.88,0.21,4649.27,4659.39,4664.55,4648.31,0.06,69.49,67.02,70.15,66.72,401.06,4.87,155.93,156.2,156.2,155.63,0.82,-0.21,4.3375,4.2955,4.342,4.269,0.05,1.68
2021-11-12,1864.04,1861.99,1868.69,1844.78,0.14,143.59,141.43,144.47,140.89,0.45,58.73,58.42,59.28,58.08,4.5,-0.2,95.13,95.18,95.26,95.0,-0.05,15860.96,15752.62,15874.58,15705.38,988.93,1.0,25.346,25.35,25.47,24.925,66.39,0.18,36100.31,35963.78,36147.63,35934.59,293.18,0.5,16094.07,16100.08,16122.76,16065.06,60.3,0.07,4370.33,4357.9,4372.32,4352.43,21.91,0.28,4682.85,4655.24,4688.47,4650.77,0.72,72.05,69.72,73.03,69.52,496.53,3.68,155.65,155.85,156.25,155.55,0.71,-0.18,4.339,4.318,4.3545,4.314,0.04,0.03
2021-11-15,1862.46,1868.15,1870.57,1855.73,-0.09,143.74,143.46,144.13,142.02,0.1,58.97,58.8,59.21,58.49,4.26,0.41,95.41,95.12,95.6,94.97,0.29,15853.85,15894.82,15918.45,15778.31,952.14,-0.04,25.105,25.425,25.465,24.97,68.48,-0.95,36087.45,36128.83,36236.07,36031.78,280.66,-0.04,16148.64,16109.41,16149.87,16072.29,53.3,0.34,4386.19,4364.52,4386.19,4364.52,22.95,0.36,4682.81,4689.3,4697.42,4672.86,0.0,72.36,71.86,73.0,70.91,464.85,0.43,156.07,155.8,156.2,155.48,1.0,0.27,4.3925,4.348,4.384,4.3235,0.18,1.23
2021-11-16,1849.91,1862.94,1877.4,1849.16,-0.67,141.48,143.94,144.64,141.27,-1.57,58.14,59.08,59.47,58.06,4.26,-1.41,95.92,95.47,95.98,95.4,0.53,15973.86,15840.32,15989.61,15825.0,1.01,0.76,24.944,25.135,25.49,24.825,77.0,-0.64,36142.22,36076.18,36316.61,36076.18,311.9,0.15,16247.86,16174.31,16266.26,16157.58,56.78,0.61,4401.49,4393.8,4406.46,4389.52,23.2,0.35,4700.9,4679.42,4714.95,4679.42,0.39,70.94,72.52,73.34,70.39,393.21,-1.96,155.93,156.07,156.07,155.82,0.33,-0.1,4.332,4.3685,4.3715,4.3,0.09,-1.38
2021-11-17,1866.96,1850.34,1868.32,1849.38,0.92,142.3,142.32,144.53,141.7,0.58,57.95,58.28,58.9,57.76,4.73,-0.33,95.83,95.94,96.24,95.73,-0.09,15921.57,15973.62,15998.57,15909.39,966.81,-0.33,25.167,24.86,25.285,24.85,54.35,0.89,35931.05,36159.7,36159.7,35909.48,358.31,-0.58,16251.13,16248.32,16283.52,16240.51,54.13,0.02,4400.81,4399.25,4409.24,4399.25,21.95,-0.02,4688.67,4701.5,4701.5,4684.41,-0.26,71.67,70.68,72.33,70.32,397.88,1.03,160.93,161.48,162.07,160.75,4.13,3.21,4.285,4.323,4.353,4.28,0.14,-1.08
2021-11-18,1858.46,1866.97,1871.29,1854.94,-0.46,140.31,141.59,142.15,139.55,-1.4,57.17,57.79,58.05,56.87,4.06,-1.35,95.54,95.8,95.84,95.52,-0.3,15993.71,15973.39,16010.88,15848.83,1.08,0.45,24.9,25.15,25.23,24.73,63.62,-1.06,35870.95,35901.69,35952.63,35654.39,435.08,-0.17,16221.73,16262.29,16290.19,16193.34,57.89,-0.18,4383.7,4400.73,4415.23,4377.73,30.45,-0.39,4706.64,4700.72,4708.75,4672.78,0.38,71.29,72.04,73.0,70.71,406.6,-0.53,161.7,160.77,161.98,160.1,3.02,0.48,4.2815,4.322,4.322,4.276,0.08,-0.08
2021-11-19,1844.6,1858.9,1865.76,1842.98,-0.75,137.78,139.46,140.84,137.75,-1.8,56.55,56.56,57.43,56.35,5.01,-1.08,96.03,95.58,96.24,95.58,0.51,16057.44,16042.16,16121.12,16017.23,1.02,0.4,24.781,24.85,25.04,24.61,67.98,-0.48,35601.98,35879.09,35879.09,35555.37,414.65,-0.75,16159.97,16269.22,16282.87,16092.63,105.5,-0.38,4356.47,4385.66,4401.92,4333.86,53.67,-0.62,4697.96,4708.44,4717.75,4694.22,-0.18,70.73,71.12,72.03,69.51,359.45,-0.79,164.38,161.98,164.75,161.85,6.07,1.65,4.255,4.272,4.291,4.2555,0.06,-0.62
2021-11-22,1805.04,1846.74,1849.49,1801.95,-2.14,135.28,135.05,137.24,132.81,-1.81,55.81,55.56,56.51,54.97,5.2,-1.31,96.55,96.07,96.55,96.04,0.54,15854.76,16120.92,16212.23,15851.04,1.13,-1.26,24.297,24.67,24.955,24.14,78.54,-1.95,35619.25,35631.41,35929.66,35615.55,420.81,0.05,16115.69,16188.54,16202.77,16090.54,65.47,-0.27,4338.69,4361.95,4371.6,4336.17,35.01,-0.41,4682.95,4712.0,4743.83,4682.17,-0.32,70.87,70.35,71.66,69.39,294.34,0.2,166.93,164.68,167.23,164.23,5.63,1.55,4.1805,4.266,4.266,4.117,0.22,-1.75
2021-11-23,1789.73,1805.65,1812.5,1781.63,-0.85,133.46,133.43,134.56,131.81,-1.35,55.49,55.06,55.63,54.61,6.86,-0.57,96.49,96.46,96.61,96.31,-0.06,15775.14,15809.5,15895.86,15601.46,1.07,-0.5,23.435,24.21,24.34,23.28,93.87,-3.55,35813.8,35619.92,35841.52,35542.87,392.52,0.55,15937.0,15987.2,16054.38,15866.01,91.0,-1.11,4283.82,4320.41,4328.48,4267.23,31.5,-1.26,4690.7,4678.48,4699.39,4652.66,0.17,72.38,71.48,72.99,71.03,142.54,2.13,167.15,164.07,168.18,164.0,5.54,0.13,4.3025,4.24,4.3165,4.2385,0.28,2.92
2021-11-24,1788.5,1790.34,1797.01,1778.44,-0.07,133.33,132.77,134.05,132.21,-0.1,55.47,55.48,55.88,55.15,3.6,-0.04,96.88,96.53,96.94,96.43,0.4,15845.23,15677.88,15848.56,15591.36,842.33,0.44,23.496,23.64,23.695,23.4,54.62,0.26,35804.38,35752.31,35825.47,35591.03,287.94,-0.03,15878.39,15942.28,15974.3,15740.6,87.89,-0.37,4276.25,4284.6,4305.49,4240.78,32.98,-0.18,4701.46,4675.78,4702.87,4659.89,0.23,70.86,71.92,72.26,69.89,78.13,-2.1,165.73,167.5,168.3,165.18,6.51,-0.85,4.2925,4.319,4.321,4.2705,0.16,-0.23
2021-11-25,1788.45,1789.49,1795.65,1785.85,0.0,131.06,133.56,133.96,128.66,-1.7,55.94,55.6,56.1,55.18,4.34,0.85,96.77,96.81,96.82,96.65,-0.1,15491.66,15664.38,15731.54,15456.09,781.49,-2.23,23.135,23.61,23.77,22.935,55.88,-1.54,34899.34,35366.69,35366.69,34749.8,325.39,-2.53,15917.98,15928.38,15962.54,15865.41,57.28,0.25,4293.24,4286.63,4304.86,4278.8,20.88,0.4,4594.62,4664.63,4664.63,4585.43,-2.27,68.23,70.07,70.07,66.04,36.73,-3.71,164.85,165.2,167.1,163.38,7.21,-0.53,4.29,4.28,4.2995,4.2305,0.33,-0.06
2021-11-26,1791.81,1788.7,1815.78,1780.79,0.19,131.06,133.56,133.96,128.66,-1.7,55.94,55.6,56.1,55.18,4.34,0.85,96.09,96.72,96.77,95.75,-0.71,15491.66,15664.38,15731.54,15456.09,781.49,-2.23,22.852,23.16,23.46,22.775,66.86,-1.22,34899.34,35366.69,35366.69,34749.8,325.39,-2.53,15257.04,15383.9,15540.29,15244.46,133.31,-4.15,4089.58,4213.93,4213.93,4086.66,66.89,-4.74,4594.62,4664.63,4664.63,4585.43,-2.27,68.23,70.07,70.07,66.04,36.73,-3.71,164.85,165.2,167.1,163.38,7.21,-0.53,4.29,4.28,4.2995,4.2305,0.33,-0.06
2021-11-29,1785.01,1790.05,1799.8,1781.23,-0.38,131.35,130.44,131.5,128.78,0.22,55.4,55.67,55.94,54.58,6.12,-0.97,96.34,96.07,96.44,96.07,0.26,15782.83,15719.42,15833.11,15644.62,1.01,1.88,22.852,23.16,23.46,22.775,66.86,-1.22,35135.94,35017.71,35287.91,34895.89,416.04,0.68,15280.86,15418.28,15441.91,15237.87,95.66,0.16,4109.51,4117.79,4154.15,4097.98,42.57,0.49,4655.27,4628.75,4672.95,4625.26,1.32,71.12,69.21,71.55,68.56,358.78,4.24,165.82,165.0,166.5,164.93,4.5,0.59,4.3425,4.3335,4.346,4.329,0.2,1.22
